timestamp,x,y,z
1752065486000,0.057879437,-0.0368046,0.082466744
1752065486019,0.011453714,-0.04291325,0.04459313
1752065486038,4.581486E-4,-0.03924806,0.010384701
1752065486057,-0.0019853106,-0.034361143,-0.0018325944
1752065486076,0.011453714,-0.01970039,0.005497783
1752065486095,-0.011759147,-0.020922119,0.037262753
1752065486114,0.022449281,-1.527162E-4,0.07391464
1752065486134,0.10919208,0.025503604,0.09346231
1752065486153,0.16905683,0.03527744,0.102014415
1752065486172,0.15439607,0.021838415,0.09346231
1752065486191,0.09453133,0.00962112,0.07024945
1752065486210,0.016340632,-0.011148282,0.055588696
1752065486229,-0.014202606,-0.025809037,0.06169734
1752065486248,0.0481056,0.0010690134,0.07880156
1752065486267,0.09575305,0.014508039,0.091018856
1752065486286,0.1385136,0.025503604,0.12156209
1752065486305,0.16294818,0.03649917,0.15577053
1752065486325,0.16050471,0.045051277,0.16676609
1752065486344,0.13240494,0.0377209,0.15332706
1752065486363,0.1678351,0.051159926,0.18631376
1752065486382,0.22525638,0.06704241,0.23518294
1752065486401,0.29000807,0.054825112,0.21807873
1752065486420,0.3743074,0.0035124724,0.08857539
1752065486439,0.43050694,-0.025809037,0.18264857
1752065486458,0.25335616,-0.08689552,0.32681265
1752065486477,0.033444848,-0.28725916,0.32925612
1752065486496,0.09086613,-0.36300638,0.36835146
1752065486515,0.14828743,-0.4411971,0.4159989
1752065486535,-0.017867794,-0.59513503,0.49541134
1752065486554,-0.08628465,-0.65988666,0.5235111
1752065486573,0.010231985,-0.5914698,0.5760455
1752065486592,-0.048411034,-0.536492,0.6359102
1752065486611,-0.17791437,-0.4827359,0.71165746
1752065486630,-0.1461494,-0.3581195,0.7825178
1752065486649,-0.019089524,-0.25060728,0.8460477
1752065486668,0.07498365,-0.18829907,0.9279036
1752065486687,0.18371758,-0.13209951,1.0427462
1752065486706,0.24113888,-0.0697913,1.1808016
1752065486726,0.2008218,-0.016035201,1.3530655
1752065486745,0.15439607,0.008399391,1.5497639
1752065486764,0.14828743,-0.029474225,1.7476841
1752065486783,0.14828743,-0.12110394,1.9639302
1752065486802,0.033444848,-0.17119485,2.1936154
1752065486821,-0.1632536,-0.28603745,2.4318526
1752065486840,-0.19746204,-0.48151416,2.6407685
1752065486859,0.059101168,-0.685543,2.8044803
1752065486878,0.3999637,-0.8981239,2.9119923
1752065486897,0.4744892,-1.1265874,3.004844
