timestamp,x,y,z
1752065242750,5.136792,-1.6977077,8.327023
1752065242769,5.055436,-1.6642082,8.389236
1752065242788,4.964509,-1.7024933,8.556734
1752065242808,5.074579,-1.5780666,8.628518
1752065242827,5.1415777,-1.396212,8.690732
1752065242846,5.136792,-1.5014962,8.671589
1752065242865,5.1032925,-1.7359928,8.547162
1752065242884,4.9788656,-1.8173488,8.628518
1752065242903,4.9214377,-1.8125632,8.671589
1752065242922,4.907081,-1.6402799,8.618947
1752065242941,4.9788656,-1.6163517,8.575876
1752065242960,4.959723,-1.6115661,8.518449
1752065242979,4.9692945,-1.5541383,8.52802
1752065242999,4.950152,-1.5493526,8.513663
1752065243018,4.9980083,-1.3770695,8.566305
1752065243037,4.9549375,-1.4153546,8.571091
1752065243056,5.0362935,-1.5349957,8.580662
1752065243075,4.964509,-1.5828521,8.623733
1752065243094,4.9214377,-1.5349957,8.595019
1752065243113,4.8975096,-1.5397813,8.518449
1752065243132,4.7730827,-1.4249259,8.4705925
1752065243151,4.7826543,-1.3052847,8.34138
1752065243170,4.7491546,-1.2430713,8.073383
1752065243189,4.7156553,-1.247857,7.594819
1752065243209,4.878367,-0.9415757,7.757531
1752065243228,4.179663,-0.3481557,8.135597
1752065243247,4.2705903,-0.90807617,7.8484583
1752065243266,3.6819558,-0.36251262,8.346166
1752065243285,3.1698918,-0.7501499,8.5423765
1752065243304,3.1555347,-1.692922,8.346166
1752065243323,3.222534,-2.5399811,7.786245
1752065243342,3.1603205,-2.8989046,7.5756764
1752065243361,2.8779674,-2.961118,7.3698936
1752065243380,3.1603205,-2.5112674,7.2215385
1752065243400,3.78724,-2.4729822,7.1306114
1752065243419,3.7154553,-2.7649066,7.1880393
1752065243438,3.3756745,-3.3296127,7.1162543
1752065243457,3.8111682,-3.7411783,7.0540414
1752065243476,3.5958142,-4.2915273,7.4129643
1752065243495,3.3517463,-4.2771707,8.159525
1752065243514,3.045465,-4.382455,8.41795
1752065243533,3.0263224,-4.7174497,8.585447
1752065243552,2.6099713,-4.9902315,8.848659
1752065243571,2.466402,-5.2438707,8.781659
1752065243591,2.4903302,-5.5980086,8.518449
1752065243610,2.4089742,-5.703293,8.523234
1752065243629,2.3946173,-5.7463636,8.618947
1752065243648,2.2701905,-5.6937213,8.662018
1752065243667,2.2319052,-5.5262237,8.657232
1752065243686,2.0691934,-5.6793647,8.618947
1752065243705,2.0548365,-5.779863,8.465807
1752065243724,2.021337,-5.7750773,8.331808
1752065243743,2.0548365,-5.6793647,8.532805
1752065243762,1.8155541,-5.7894344,8.786445
1752065243782,1.6863418,-5.832505,8.882157
1752065243801,1.6241283,-5.7655063,8.743374
1752065243820,1.4997016,-5.736792,8.590233
1752065243839,1.4614165,-5.8707905,8.489735
1752065243858,1.4039887,-5.8947186,8.719446
1752065243877,1.1407782,-5.660222,8.829515
1752065243896,1.11685,-5.636294,8.71466
1752065243915,0.9445667,-5.9473605,8.729017
