timestamp,x,y,z
1752065593064,-0.043524116,-0.035582874,0.025045456
1752065593083,-0.014202606,-0.033139415,-0.0067195124
1752065593102,-0.031306818,-0.04046979,-0.0030543238
1752065593121,-0.039858926,-0.04780017,0.021380268
1752065593140,-0.041080657,-0.057574004,0.033597562
1752065593159,-0.06307179,-0.0697913,0.037262753
1752065593178,-0.080176,-0.09300416,0.064140804
1752065593197,-0.08994984,-0.108886644,0.076358095
1752065593216,-0.06429352,-0.108886644,0.05070178
1752065593235,-0.009315688,-0.09789108,0.023823727
1752065593255,0.011453714,-0.08811724,0.021380268
1752065593274,0.032223117,-0.07956514,0.025045456
1752065593293,0.06276636,-0.06734784,0.01527162
1752065593312,0.05177079,-0.058795735,-0.0030543238
1752065593331,0.041996952,-0.062460925,-0.0030543238
1752065593350,0.061544627,-0.06368265,0.005497783
1752065593369,0.073761925,-0.053908817,0.0042760535
1752065593388,0.057879437,-0.05146536,0.0140498895
1752065593407,0.007788526,-0.053908817,0.025045456
1752065593426,-0.025198173,-0.05146536,0.020158539
1752065593446,0.011453714,-0.035582874,0.0067195124
1752065593465,0.06398808,-0.01847866,0.0018325944
1752065593484,0.099418245,-0.013591741,-6.108648E-4
1752065593503,0.1226311,-0.014813471,-0.0030543238
1752065593522,0.16050471,-0.013591741,-0.01527162
1752065593541,0.26313,-0.003817905,-0.021380268
1752065593560,0.38652468,-0.0013744457,0.005497783
1752065593579,1.1439971,0.042607818,0.7055488
1752065593598,0.83856463,0.28328854,0.043371398
1752065593617,0.5685624,0.24297146,0.005497783
1752065593637,0.28634286,0.2600757,0.045814857
1752065593656,-0.045967575,0.21853687,0.116675176
1752065593675,-0.2988656,0.18432845,0.21441354
1752065593694,-0.4650208,0.17333288,0.29626942
1752065593713,-0.585972,0.16233732,0.35857764
1752065593732,-0.68126696,0.17333288,0.40011644
1752065593751,-0.6421716,0.20387612,0.40866855
1752065593770,-0.46990773,0.23075417,0.40255988
1752065593789,-0.24266604,0.25641048,0.34391686
1752065593808,-0.026419902,0.3260491,0.23518294
