timestamp,x,y,z
1752065592973,4.19402,-0.51086766,9.140582
1752065592992,4.299304,-0.58265233,9.097511
1752065593011,4.08395,-0.721436,9.016156
1752065593030,3.9451663,-0.5587241,9.035298
1752065593049,3.935595,-0.802792,9.025727
1752065593069,3.9882371,-1.0899308,9.030513
1752065593088,4.0887356,-0.7932207,9.116654
1752065593107,4.141378,-0.6735796,9.107083
1752065593126,4.1030927,-0.74536425,9.040084
1752065593145,4.0552363,-0.75493556,9.135797
1752065593164,4.016951,-0.70229346,9.174082
1752065593183,4.0552363,-0.7788638,9.164511
1752065593202,4.093521,-0.9942178,9.107083
1752065593221,4.1222353,-1.1856437,9.0544405
1752065593240,4.1605206,-0.99900347,9.097511
1752065593260,4.2514477,-0.87936234,9.068798
1752065593279,4.265805,-1.0420742,9.025727
1752065593298,4.246662,-0.90329057,9.145369
1752065593317,4.232305,-0.802792,9.12144
1752065593336,4.313661,-0.84107715,9.016156
1752065593355,4.38066,-0.8458628,8.958728
1752065593374,4.289733,-0.7405786,8.953942
1752065593393,4.241876,-0.6257231,8.997013
1752065593412,4.2610188,-0.6448657,8.953942
1752065593431,4.3758745,-0.88414794,8.839087
1752065593450,4.404588,-1.0420742,8.863015
1752065593470,4.3758745,-0.9415757,8.886943
1752065593489,4.3375893,-0.90807617,8.925228
1752065593508,4.323232,-0.96550393,8.944371
1752065593527,4.3519464,-1.1282159,8.896515
1752065593546,4.2945185,-1.180858,8.9348
1752065593565,6.6155562,-1.1904292,7.432107
1752065593584,3.2703903,-1.6546369,9.71486
1752065593603,3.9978085,0.9343972,9.116654
1752065593622,4.4668016,0.80518484,9.0544405
1752065593641,4.165306,1.1018949,9.265009
1752065593661,4.1318064,1.1928221,9.111869
1752065593680,4.1030927,0.5946164,9.092726
1752065593699,3.868596,0.049052864,9.265009
1752065593718,3.8303108,-0.20458634,9.470792
1752065593737,3.758526,-0.7501499,9.370294
1752065593756,3.5623147,-1.4967105,9.2793665
1752065593775,3.4522448,-1.7216359,9.202796
1752065593794,3.461816,-2.0805593,9.2075815
1752065593813,3.2799616,-1.6498512,9.820144
1752065593832,2.858825,-1.1569297,10.313066
1752065593852,2.0787647,-1.0516455,9.944571
1752065593871,2.274976,-0.01794617,10.250853
1752065593890,2.4568307,-0.104087785,10.60499
1752065593909,1.8011973,-1.3627125,10.686346
1752065593928,1.0881361,-2.477768,9.858429
1752065593947,2.480759,-1.8795621,10.116854
1752065593966,2.318047,-0.85064846,10.480563
1752065593985,2.4424736,-2.8701909,9.461221
1752065594004,2.035694,-2.6691937,9.753145
1752065594023,3.2129626,0.020338992,10.49492
1752065594043,2.4711876,1.0109676,11.026127
1752065594062,-0.5246264,-2.2959132,7.9154572
1752065594081,4.2610188,-1.5637096,8.422736
1752065594100,3.1698918,0.0011964113,8.5423765
1752065594119,0.5377869,0.73818576,8.705089
1752065594138,2.140978,0.25004998,8.054241
1752065594157,2.126621,-0.30508488,7.7623167
1752065594176,1.6767704,-0.16151553,7.9346
1752065594195,1.183849,0.8003992,8.212168
1752065594214,1.1216356,1.0492527,7.972885
1752065594234,1.3561323,0.5371887,7.5900335
1752065594253,1.3513466,-0.20937198,7.580462
1752065594272,1.1694921,-0.42951167,8.379665
1752065594291,0.8105687,-0.37208393,9.016156
1752065594310,0.88235337,-0.357727,9.332008
1752065594329,0.62871414,-0.36251262,9.623933
1752065594348,0.84406817,-0.7788638,10.60499
1752065594367,0.9445667,-0.6257231,10.729417
1752065594386,1.2939188,-0.37208393,10.844273
1752065594405,1.5858432,0.3505485,10.978271
1752065594424,1.643271,0.50368917,10.882557
1752065594444,1.8921245,0.5706882,10.590633
1752065594463,1.9926231,0.47018966,9.906285
1752065594482,1.8729819,0.23569304,9.126225
1752065594501,1.7246269,0.20219351,8.623733
1752065594520,1.6097715,0.12562318,8.662018
1752065594539,1.7198412,0.18783657,8.968299
1752065594558,1.5906289,0.29790643,9.245867
1752065594577,1.6002002,0.21655045,9.303294
1752065594596,1.5044873,-0.051445685,9.379865
1752065594616,1.2125629,-0.47258246,9.667004
1752065594635,1.1312069,-0.50129634,10.030712
1752065594654,0.887139,-0.51086766,10.073783
1752065594673,0.6334998,-0.0035892338,9.882358
1752065594692,0.77706915,-0.061016977,9.30808
1752065594711,0.90149593,-0.37208393,8.662018
1752065594730,-0.04127619,-0.8650054,8.585447
1752065594749,0.17407785,-0.92243314,8.877372
1752065594768,-0.10827523,-0.35294133,8.886943
1752065594787,-0.47676992,-0.8362915,8.819944
1752065594806,-0.6729814,-1.1330016,8.690732
1752065594826,-0.59641105,-1.9274186,8.403593
1752065594845,-0.54376894,-2.6883361,8.188239
1752065594864,-0.47198427,-2.5591238,7.594819
1752065594883,-0.8787641,-1.841277,8.059027
1752065594902,-1.5200406,-1.2717853,8.633304
1752065594921,-1.9555343,-1.5732809,8.848659
1752065594940,-2.3623142,-2.1379871,9.346365
1752065594959,-2.4867408,-2.4251258,10.059426
1752065594978,-2.9078777,-1.0899308,10.533205
1752065594997,-3.5443685,1.1784651,11.073983
1752065595017,-4.066004,0.59940207,11.643475
1752065595036,-3.903292,-1.1330016,11.653047
1752065595055,-2.946163,-1.8747765,11.370693
1752065595074,-2.242673,-0.09930214,10.973485
1752065595093,-1.7066808,1.3076776,10.839486
1752065595112,-1.7641085,1.7096717,10.667203
1752065595131,-2.4675984,0.47018966,11.629118
1752065595150,-1.8885353,0.034695927,11.877972
1752065595169,-1.6923238,0.58504516,11.298908
1752065595188,-1.5487545,0.47018966,10.643275
1752065595208,-1.7401803,0.38404804,10.504492
1752065595227,-1.8550358,0.14476576,10.226924
1752065595246,-2.027319,-0.40558344,10.102497
1752065595265,-2.204388,-0.08015956,9.958928
1752065595284,-2.769094,0.25962126,9.45165
1752065595303,-3.3242288,0.67118675,9.006584
1752065595322,-3.8602211,0.3361916,8.451449
1752065595341,-4.305286,0.12562318,7.9154572
1752065595360,-4.482355,-0.12801601,7.8867435
1752065595379,-4.3531427,-0.046660043,7.628319
1752065595399,-4.080361,-0.3385844,7.4033933
1752065595418,-4.0851464,-0.23808585,7.2358956
1752065595437,-4.214359,-0.6975078,7.0875406
1752065595456,-4.3244286,-1.1760724,7.0636125
1752065595475,-4.453641,-1.4153546,7.34118
1752065595494,-4.558925,-1.2574283,7.3986077
1752065595513,-4.70728,-0.8985049,7.355537
1752065595532,-4.860421,-0.75493556,7.365108
1752065595551,-4.956134,-0.73100734,7.4943204
1752065595570,-5.1092744,-0.73579293,8.082955
1752065595590,-5.2049875,-0.25244278,8.355737
1752065595609,-5.3102717,-0.09451649,8.331808
1752065595628,-5.2719865,-0.1471586,8.135597
1752065595647,-5.535197,-0.17587246,7.9680996
1752065595666,-5.7266226,0.20219351,7.6426754
1752065595685,-6.042475,0.015553347,7.3698936
1752065595704,-6.3631134,-0.08973085,7.422536
1752065595723,-6.578468,0.010767702,7.623533
1752065595742,-6.832107,0.19262223,7.7096744
1752065595761,-7.090532,0.14476576,7.6570325
1752065595780,-6.9038916,0.17347965,7.5469627
1752065595800,-6.908677,-0.3912265,7.432107
1752065595819,-7.023533,-0.6113662,7.312466
1752065595838,-7.3489566,-0.98943216,7.30768
1752065595857,-7.5260253,-1.3052847,7.4273214
1752065595876,-7.6552377,-1.3579268,7.3842506
1752065595895,-7.789236,-1.8029919,7.111469
1752065595914,-8.133802,-2.5064816,6.910472
1752065595933,-8.420941,-2.4394827,7.1449685
1752065595952,-8.540583,-2.3198416,7.0540414
1752065595971,-8.842078,-3.463611,6.407979
1752065595991,-9.086145,-5.038088,5.656633
1752065596010,-9.2488575,-5.0333023,5.7427745
1752065596029,-9.78485,-4.085745,6.178268
1752065596048,-9.928419,-3.9613178,6.5228343
1752065596067,-9.870992,-4.152744,6.896115
1752065596086,-9.555139,-3.999603,7.3028946
1752065596105,-9.535996,-3.5162528,7.331609
1752065596124,-9.421141,-3.6311083,6.680761
1752065596143,-9.655638,-3.4444683,6.1830535
1752065596162,-10.182058,-3.487539,6.1064835
1752065596182,-10.043275,-2.8031917,6.068198
1752065596201,-10.071989,-1.9657038,5.6327047
1752065596220,-9.823135,-1.9848464,5.0775695
1752065596239,-9.4737835,-1.8460627,4.9340005
1752065596258,-9.387642,-1.4057833,4.4410787
1752065596277,-9.449855,-1.4919249,3.6849468
1752065596296,-9.291928,-1.2095718,3.6658044
1752065596315,-9.095717,-0.6687939,3.5174494
1752065596334,-9.057432,-0.63529444,2.8139594
1752065596353,-8.880363,-0.7645068,2.0721843
1752065596373,-8.851649,-0.587438,1.8807586
1752065596392,-8.420941,-0.38165522,2.8570302
1752065596411,-7.717451,-0.14237295,2.4646072
1752065596430,-7.6600237,-0.38644084,1.3399807
1752065596449,-7.650452,-1.7838492,0.26799613
1752065596468,-6.8129644,-2.1092732,0.32063824
1752065596487,-6.5928245,-1.032503,0.8709874
1752065596506,-6.693323,-0.40558344,1.0815558
1752065596525,-6.3104715,-0.87936234,1.2251252
1752065596544,-5.7696934,-0.08973085,2.3449662
1752065596564,-5.6500525,1.4991034,2.8713872
1752065596583,-5.152345,1.4943178,2.6464617
1752065596602,-5.425127,1.4033905,2.4741786
1752065596621,-6.3343997,1.9393828,3.2398818
1752065596640,-6.602396,2.6715865,3.5844483
1752065596659,-6.923034,2.800799,3.507878
1752065596678,-7.090532,2.9826534,3.397808
1752065596697,-7.219744,2.585445,3.804588
1752065596716,-7.4303126,2.7242286,4.4841495
1752065596735,-7.722237,2.2504497,4.642076
1752065596754,-7.277172,1.8293129,5.015356
1752065596774,-7.248458,2.528017,4.5128636
1752065596793,-7.368099,2.92044,3.938586
1752065596812,-7.81795,2.5328028,3.4887354
1752065596831,-8.464012,1.5134603,3.3499517
1752065596850,-9.593424,0.53240305,3.4887354
1752065596869,-9.981061,-0.55393845,3.5365918
1752065596888,-10.359127,-0.104087785,3.7136607
1752065596907,-10.201201,0.6999006,5.2977095
1752065596926,-11.359327,0.42711884,7.628319
1752065596945,-11.096117,-1.3387842,7.9537425
1752065596965,-11.665608,-1.5924234,6.7525454
1752065596984,-11.574681,-2.248057,7.125826
1752065597003,-13.359727,-2.501696,9.413364
1752065597022,-13.326227,-4.004389,9.633504
1752065597041,-13.264014,-3.4444683,9.446864
1752065597060,-13.618152,-4.889733,9.107083
1752065597079,-13.886148,-6.4354963,8.9826565
1752065597098,-12.756736,-8.569894,6.8578296
1752065597117,-11.589038,-8.153543,7.9776707
1752065597136,-11.277971,-9.732806,7.7671022
1752065597156,-9.78485,-9.46481,7.4847493
1752065597175,-9.689137,-9.818948,6.4366927
1752065597194,-8.904291,-9.728021,5.393422
1752065597213,-8.095517,-9.6993065,4.2017965
1752065597232,-6.578468,-8.660822,3.7663028
1752065597251,-5.745765,-7.483553,4.8909297
1752065597270,-5.7553368,-7.263413,6.6281185
1752065597289,-6.0807605,-6.8805614,9.456435
1752065597308,-4.276572,-6.186643,6.7908306
